UUID;Name;Kategorie;Technological Applicability ;Applications
6b6b68f8-34a4-4a0f-97ee-714bf106c3e0;Asphaltbinder;Mineralische Baustoffe / Asphalt / Asphaltbinder;;
66990642-726e-4483-abc3-d5d0b4d7a5e7;Aluminium-Flügelrahmenprofil, pulverbeschichtet;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium;;
6619216d-9c9c-4a5e-b5fb-a624e300ff67;Photovoltaiksystem 1000 kWh/m²*a;Sonstige / Energieträger - Bereitstellung frei Verbraucher / Strom;;
66094ad5-51d6-45c4-b2e3-451220520cab;EPDM-Dichtungen für Aluminiumprofil;Komponenten von Fenstern und Vorhangfassaden / Dichtungskomponenten / -materialien / Dichtprofile;;
65af52ac-382b-4069-aafe-b044b3960356;Polyethylen-Schaum;Dämmstoffe / Polyethylen / Schaum;;
64d4586d-6542-48db-95df-312fb6365d74;Photovoltaiksystem 1200 kWh/m²*a (ohne Stromgutschrift);Sonstige / Energieträger - Bereitstellung frei Verbraucher / Strom;;
6405878c-ed34-4bee-b100-5208a3212ec6;Calziumsilikatplatte;Dämmstoffe / Calciumsilikat / Calcium-Silikathydrat / Calciumsilikat;;
61655387-edd4-4800-ba3e-67bc15f2f096;Sand 0/2;Mineralische Baustoffe / Zuschläge / Sand und Kies;;
60e8b384-adf2-4c3b-b3da-e407df106cf5;Spanplatte (Durchschnitt);Holz / Holzwerkstoffe / Spanplatten;;
606d978a-c44a-4b3e-8387-b1291b12e522;Lehmstein;Mineralische Baustoffe / Steine und Elemente / Lehmsteine;;
601af947-1f14-474d-8233-780715a12268;Einblasdämmung Mineralwolle;Dämmstoffe / Mineralwolle / Mineralwolle;;
5ef0c519-f5b2-4d45-809d-5f417f90e90b;Hanfvlies;Dämmstoffe / Hanffaser / Vlies;;
5e90e94d-6e79-4d9f-854c-fb33f15c033e;Blendrahmen PVC-U;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / PVC;;
5ce375b1-eb6d-4fc7-84bb-11ae702d3056;Gips (CaSO4-Alpha-Halbhydrat);Mineralische Baustoffe / Bindemittel / Gips;;
5cc8769c-da1b-4967-bb4d-c8fe7b4c359d;Vegetationssubtrat;Mineralische Baustoffe / Steine und Elemente / Substrate;;
5bebcf89-2e6b-46ce-b05e-3e02929c8af4;Gussasphaltestrich;Mineralische Baustoffe / Asphalt / Gussassphalt;;
5ae00c4e-1b1c-4374-9864-2aee735a0563;Bitumen Kaltkleber (60% Bitumen, 23%LM, 17% Wasser);Kunststoffe / Dichtmassen / Bitumen;;
5a88b96e-23d0-4656-9ee2-fc271c89c95b;Transparente Platten PVC;Kunststoffe / Kunststoffprofile elastisch / Transparente Platten;;
59860874-85ef-48e6-9b04-07c0de468a47;Massengutfrachter Küste;Sonstige / Güter - Transporte[t km] / Seeschiff;;
59622fc0-d719-43bf-a16b-ae924ae0d276;Stampflehmwand;Mineralische Baustoffe / Steine und Elemente / Lehmsteine;;
57a87943-dbdd-4221-bbd2-481b8fcd1d2b;Porenbeton Granulat;Mineralische Baustoffe / Steine und Elemente / Porenbeton;;
57a22bb4-0370-471f-b76c-52699e702966;Kabelkanal PVC hart;Kunststoffe / Profile / Kunststoffprofile hart;;
56d90d2e-11c8-4b49-bc6c-c61f682d0be1;Verbrennung Polystyrol (PS) in MVA inkl. Gutschrift;End of Life / Generisch / Kunststoffe;;
5662c927-cd47-46e5-b753-925db31b9870;Sonnenschutztuch;Kunststoffe / Folien und Vliese / Technische Textilien;;
563350f7-fb56-4363-b86a-690227dd450e;Sonnenschutzlammellen Metall;Komponenten von Fenstern und Vorhangfassaden / Füllungen / Opake Füllungen;;
55a89d7b-b585-404f-be34-bb7285730a89;Armierung (Kunstharzspachtel);Mineralische Baustoffe / Mörtel und Beton / Kleber und Klebemörtel;;
55945019-018a-46da-baae-a3ee62d59cf3;End of Life von Edelstahl;End of Life / Generisch / Metalle;;
553d7a7a-bf66-4a69-b1ae-6cf15e396935;End of life - Holz naturbelassen in MVA;End of Life / Generisch / Holz;;
531ab34f-6750-41a8-aedc-35cf4df3c8b1;Stahl warmgewalzte Bleche (2-20mm);Metalle / Stahl und Eisen / Stahlbleche;;
510e8761-8b2d-46a5-b8df-6d1ac321ce92;Klein-LKW;Sonstige / Güter - Transporte[t km] / LKW;;
50c9e674-afd9-456c-9440-6506bec6d55b;Feuerverzinktes Stahlblech;Metalle / Stahl und Eisen / Stahlbleche;;
50180064-236e-4e52-9a1e-f172dde80844;Kalkzementmörtel;Mineralische Baustoffe / Mörtel und Beton / Mauermörtel;;
4bf26663-9018-47a1-943d-8ed4d3f87d0f;Fenster-Beschlag für Doppelflügelfenster;Komponenten von Fenstern und Vorhangfassaden / Beschläge / Aluminiumbeschläge;;
4bb6f0f6-178c-41e0-8700-bd597f23ccb8;Dampfbremse PA;Kunststoffe / Folien und Vliese / Dampfbremse / Dampfsperre;;
4a937f66-c9c2-402b-9a00-83767031bfa7;Bauschuttaufbereitung;End of Life / Generisch / Bauschutt;;
4a7c30d1-37d7-47e2-8271-dbb3bee91560;Kunstharzputz;Mineralische Baustoffe / Mörtel und Beton / Putz und Putzmörtel;;
44e4bf51-8e23-47e3-8f5e-5243525bb32e;End of life - Holzwerkstoffe in MVA;End of Life / Generisch / Holz;;
44c57da1-24ce-488d-b4f9-283fa603cc9d;Perlite 0-3;Mineralische Baustoffe / Zuschläge / Perlite;;
43e99b8c-90d8-4fcd-90ce-342fb0b7366e;XPS-Dämmstoff;Dämmstoffe / Extrudiertes Polystyrol (XPS) / XPS weiß;;
43c3fd78-c67e-438b-b726-dd512df5d881;Kleber für Gipsplatten;Mineralische Baustoffe / Mörtel und Beton / Kleber und Klebemörtel;;
41ecf1e2-3edd-41ab-8616-68a856c815a5;Befestigungsmittel/Schrauben Edelstahl;Komponenten von Fenstern und Vorhangfassaden / Beschläge / Befestigungen;;
41b8a86d-5d44-49fb-a9b8-de2a9041f1fd;Transparente Platten PMMA, extrudiert;Kunststoffe / Kunststoffprofile elastisch / Transparente Platten;;
41a60838-5c4e-4dbb-8a36-16cfc8fba26f;Drei-Schichtholzplatte;Holz / Holzwerkstoffe / 3- und 5-Schichtplatten;;
4127e60a-3c42-4076-83f5-5232b4ed642e;Holz-Blendrahmen;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Holz;;
3d9f0293-304f-4731-8136-326cebf8b1f0;Lehmpulver;Mineralische Baustoffe / Bindemittel / Lehm;;
3ce61a4e-4d91-4b1d-b675-276be05b9225;Kies 2/32;Mineralische Baustoffe / Zuschläge / Sand und Kies;;
3ce53be7-a3e5-4757-b7f9-68a6ecf66eb9;Rollladen Kunststoff;Komponenten von Fenstern und Vorhangfassaden / Füllungen / Opake Füllungen;;
3a99d696-4911-45da-9f80-647ce214bca0;Voranstrich (Kunstharz);Mineralische Baustoffe / Mörtel und Beton / Putz und Putzmörtel;;
39da14a3-8f39-4af9-955c-6a70f091acb8;PVC Fußbodenbelag;Kunststoffe / Bodenbeläge / PVC-Bodenbeläge;;
39bd1632-3f36-410c-86d9-cab27e91b1c5;Kalziumhydroxid (Ca(OH)2, trocken, gelöscht);Mineralische Baustoffe / Bindemittel / Kalk;;
393f494d-8738-4330-aa5e-1652bb29b574;Holzfaserdämmplatte (Nassverfahren);Dämmstoffe / Holzfasern / Holzfaserdämmplatte;;
38ddefe2-e01c-4ece-9952-a353b7dfb246;Fenstergriff;Komponenten von Fenstern und Vorhangfassaden / Beschläge / Fenstergriffe;;
38051c22-fbd1-4b0e-944a-ae348b8c7695;Stahlprofil;Metalle / Stahl und Eisen / Stahlprofile;;
35be6146-5a80-4a9e-a32d-5d05c03a8d5c;Innenfarbe Dispersionsfarbe scheuerfest;Beschichtungen / Innenbeschichtungen / Innenfarben;;
34d3bb5e-f241-45b4-b257-123281364d97;Calciumsulfatestrich;Mineralische Baustoffe / Mörtel und Beton / Estrich trocken;;
34694710-3153-4055-806d-9e841f266fd2;Verbrennung Hausmüll;End of Life / Generisch / Hausmüll;;
31a96d5c-66a3-4de1-a957-6aa4f8f4e53d;Kunststoffprofil EPDM;Kunststoffe / Profile / Kunststoffprofile elastisch;;
318f08e0-1b04-49eb-ab16-531482cd75da;Holz-Flügelrahmen;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Holz;;
313e549a-2f91-4f34-8314-02a4b59cbe60;Binnenschiff (Berg-Tal Durchschnitt);Sonstige / Güter - Transporte[t km] / Binnenschiff;;
3057d7c0-7bee-4ba2-9edf-517d4cd97a14;Schnittholz Fichte (12% Feuchte/10.7% H2O);Holz / Vollholz / Bau-Schnittholz;;
2e5ca27a-fcd0-4dc1-b0ab-4a4c7eb4e030;Lacksysteme Holzfenster Decklack weiß;Beschichtungen / Lacke und Lasuren / Lacksysteme Holzfenster;;
2d30b3f0-d118-4b24-a037-11f154b43f6f;Inertstoffdeponierung (Glas);End of Life / Generisch / Bauschutt;;
2c076ee7-3853-4f69-9bf5-8ec265fa43e0;PIR Hartschaum;Dämmstoffe / Polyurethan-Hartschaum (PU) / PIR-Hartschaum;;
29e6c6cf-0552-4e4b-85c7-26a68a625252;Kalksandstein Mix;Mineralische Baustoffe / Steine und Elemente / Kalksandstein;;
26ad7410-7fcb-42e8-b622-d1ba2edbf10c;Splitt 2/15;Mineralische Baustoffe / Zuschläge / Naturstein;;
2603f11f-509b-4bf2-910e-2fd358c16ff3;Waschbims;Mineralische Baustoffe / Zuschläge / Bims;;
230cd2c6-0b79-461b-b51a-d092e66843ca;Brechsand 0/2 (getrocknet);Mineralische Baustoffe / Zuschläge / Naturstein;;
222023f8-36c2-4345-a863-b49828a41e96;Transparente Platten PC;Kunststoffe / Kunststoffprofile elastisch / Transparente Platten;;
208395ce-85db-4ec3-ab24-8e5920f58077;CR Profil (Chloropren-Kautschuk);Komponenten von Fenstern und Vorhangfassaden / Dichtungskomponenten / -materialien / Dichtprofile;;
207cde6a-73be-4ffb-972d-30d3d8619fc3;Gipskartonplatte (Lochplatte);Mineralische Baustoffe / Steine und Elemente / Gipsplatten;;
206deb33-2710-417d-9b92-aa70c7958334;Baumwolle konventionell;Dämmstoffe / Baumwolle / Baumwolle konventionell;;
1f2d6e42-9ffc-421d-990d-555eee4a7529;Glasbausteine;Mineralische Baustoffe / Steine und Elemente / Glasbausteine;;
1d2945e3-856e-4c5f-9894-e75bafad3a76;Pfosten/Riegelsystem aus Aluminium;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium thermisch getrennt;;
1b69b3a2-3164-436b-a934-ed7d926f5f53;Kunststoffprofil SBR;Kunststoffe / Profile / Kunststoffprofile elastisch;;
1b50fee4-e5e3-41a0-9741-ab81fb4297d6;Fugendichtungsbänder Gewebebänder;Komponenten von Fenstern und Vorhangfassaden / Dichtungskomponenten / -materialien / Fugendichtungsbänder;;
1a4a4522-7297-4ae5-a430-689e89ec2159;Lacksysteme Holzfassade halb-pigmentiert (Lasursystem);Beschichtungen / Lacke und Lasuren / Lacksysteme Holzfassade;;
1a43ae76-2dc9-4a3a-9926-47e7137e773d;Porenbeton P4 05 unbewehrt;Mineralische Baustoffe / Steine und Elemente / Porenbeton;;
19f46be3-d65a-441f-8d74-dfc412160cf1;Splittmastixasphalt SMA;Mineralische Baustoffe / Asphalt / Splittmastixasphalt;;
1490b480-2c36-43f2-ba8b-4ea49948f7c3;Fensterglas einfach;Komponenten von Fenstern und Vorhangfassaden / Füllungen / Transparente Füllungen;;
118d1b5e-5f22-4d04-8711-c4b02de02209;Metalllack (lösemittelbasiert);Metalle / Oberflächenbehandlung und Beschichtung von Metallen / (Nass-) Lackieren von Metallen;;
0f072f06-faa5-466e-970c-a7215685f5a2;Wasserlack weiß;Beschichtungen / Lacke und Lasuren / Lacksysteme Metall;;
0e39587e-8c05-4a8e-80b5-bb9a57bbe164;PVC Plastisol;Kunststoffe / Dichtmassen / PVC;;
0b488798-140f-4efa-96e2-55aa46ed129a;Fassadenfarbe Voranstrich Silikat-Dispersion;Beschichtungen / Grundierungen / Grundierungen Farben und Putze;;
0b0d0210-c31d-4fc7-b11a-9cdfe0a87ed6;Gipsputz (Gips-Kalk-Putz);Mineralische Baustoffe / Mörtel und Beton / Putz und Putzmörtel;;
0973f221-2284-4892-ae3d-1b8c2986b6dd;Zementestrich;Mineralische Baustoffe / Mörtel und Beton / Estrich trocken;;
08bdbef6-9134-422f-8504-00eeee75d31f;Harnstoff-Formaldehydharz Ortschaum;Dämmstoffe / Harnstoff-Formaldehydharz / Ortschaum;;
08bbc2e2-1513-4ce3-816e-99e95fdafc4e;Schnittholz Buche (12% Feuchte/10.7% H2O);Holz / Vollholz / Bau-Schnittholz;;
08138b62-1b5f-497a-bf9a-d7f857a2e575;Lacksysteme Holzfenster Zwischenbeschichtung deckend weiß;Beschichtungen / Lacke und Lasuren / Lacksysteme Holzfenster;;
07f3cd13-22bb-494d-803a-f0a440fbce7a;Kalk-Innenputz;Mineralische Baustoffe / Mörtel und Beton / Putz und Putzmörtel;;
0725cceb-9c2f-47aa-a8df-fce85bba8360;PKW (Diesel) EURO 3;Sonstige / Personen - Transporte[Personen km] / PKW;;
061f0d5b-61f4-476d-9f2e-96f6a6df7786;Baumwolle ökologisch;Dämmstoffe / Baumwolle / Baumwolle ökologisch;;
05e29752-ffbf-4c5e-aaed-041782f566da;Hausmülldeponie;End of Life / Generisch / Hausmüll;;
0532424f-838f-4411-b8cc-0e29ad16d64b;Verbrennung Kunststoff in MVA inkl. Gutschrift;End of Life / Generisch / Kunststoffe;;
02f2750e-eec2-492a-9f05-b9600593b6c5;Fassadenfarbe Silikat-Dispersionsfarbe;Beschichtungen / Fassadenfarben / Silikat-Dispersion;;
00c28f1f-1d49-4c81-9208-138922a1dd6c;Fenster-Beschlag für horizontales Schiebefenster;Komponenten von Fenstern und Vorhangfassaden / Beschläge / Aluminiumbeschläge;;
ff9336ea-fb7f-4299-8a40-5e9a28538c85;Bitumenbahnen PYE PV 200 S5 (ungeschiefert) (Dicke 0,004 m);Kunststoffe / Dachbahnen / Bitumen-Dachbahnen;;
fa9f6670-3170-4597-92ab-a2fdec7f1451;Dreifachverglasung (Dicke: 0,036 m);Komponenten von Fenstern und Vorhangfassaden / Füllungen / Transparente Füllungen;;
f814e7e2-e438-4ea9-80cc-81254d01aba2;Gummi-Bodenbelag profiliert EN 12199 (Dicke 0,00355 m);Kunststoffe / Bodenbeläge / Gummi-/Kautschuk-Bodenbeläge;;
ef0d9cbc-4e89-4e78-8cb2-68f02a49b87d;Natursteinplatte, weich, Innenboden (Dicke 0,020 m);Mineralische Baustoffe / Steine und Elemente / Naturwerkstein;;
e9be7506-62ce-45b8-853f-c45c3f82401f;Marmorplatte (Dicke 0,02 m);Mineralische Baustoffe / Steine und Elemente / Naturwerkstein;;
e8db532f-ee15-42a4-89c3-5ef789e1fb8f;Natursteinplatte, hart, Innenboden (Dicke 0,02 m);Mineralische Baustoffe / Steine und Elemente / Naturwerkstein;;
e5f97559-bb92-4c23-a722-480da1b559ad;Korklinoleum Fußbodenbelag (Dicke 0,0025 m);Kunststoffe / Bodenbeläge / Linoleum-Bodenbeläge;;
def9e058-ac16-489e-9457-db7645404194;Mineralfaser Deckenplatten (Dicke 0,015 m);Mineralische Baustoffe / Steine und Elemente / Deckenplatten;;
deb7fe73-3eb8-4f80-937b-7ce3a0a977ed;Unterspannbahn PP (Dicke 0,00015 m);Kunststoffe / Folien und Vliese / Unterspannbahn;;
da72684f-471c-425b-817d-69f262323f04;Gipskartonplatte (Feuerschutz)(Dicke 0,0125 m);Mineralische Baustoffe / Steine und Elemente / Gipsplatten;;
da4b704a-c901-414f-943f-8e1ff0f4566c;Natursteinplatte, hart, Außenbereich (Dicke 0,08 m);Mineralische Baustoffe / Steine und Elemente / Naturwerkstein;;
d56bd904-09a0-4d30-bdbe-5d4f892cc12b;Bitumenbahnen PYE-PV 200 S5 ns (geschiefert) (Dicke 0,004 m);Kunststoffe / Dachbahnen / Bitumen-Dachbahnen;;
cb3f4a56-460c-4a3e-ae43-3e0a9dcb4319;Natursteinplatte, hart, Fassade (Dicke 0,030 m);Mineralische Baustoffe / Steine und Elemente / Naturwerkstein;;
bc50a404-ddf0-4f37-b62f-95130786b004;Dampfbremse PET gitterverstärkt (Dicke 0,0001 m);Kunststoffe / Folien und Vliese / Dampfbremse / Dampfsperre;;
b4a0e610-e038-47d3-b86e-cef013cd7c83;Steinzeugfliesen glasiert (Dicke 0,01 m);Mineralische Baustoffe / Steine und Elemente / Fliesen und Platten;;
ab574186-139f-4816-b7c1-d457b1258c7d;Trockenestrich (Gipskartonplatte) (Dicke 0,025 m);Mineralische Baustoffe / Steine und Elemente / Trockenestrich;;
a9a79b38-dc2c-4b51-a3cc-cf9fa0d299e7;Trockenestrich (Gipsfaserplatte) (Dicke 0,025 m);Mineralische Baustoffe / Steine und Elemente / Trockenestrich;;
a92bd5a5-7cef-4050-8659-20a8d5a7a72b;Unterspannbahn PUR auf PET-Vlies (Dicke 0,0005 m);Kunststoffe / Folien und Vliese / Unterspannbahn;;
99792cbc-c5f4-4d2d-bc9e-3790509891a0;Dampfbremse PE (Dicke 0,0002 m);Kunststoffe / Folien und Vliese / Dampfbremse / Dampfsperre;;
9049a94f-a527-4d87-a4b9-5a3a56f5ea19;Schiefer (Dicke 0,011 m);Mineralische Baustoffe / Steine und Elemente / Schiefer;;
8a37ac61-585c-43a8-9773-10fce30096e4;Folie für Gründach (Dicke 0,001 m);Kunststoffe / Folien und Vliese / Unterspannbahn;;
88619ce6-c0aa-43bd-9ac6-477b5d6ce442;Stabparkett (thickness 0,015 m);Holz / Holzböden / Parkett;;
76ab64f6-6d08-4b67-8cd7-13d26e68d95a;Fußbodenbelag mehrschichtiges Nadelvlies (Dicke 0,006 m);Kunststoffe / Bodenbeläge / Textile Bodenbeläge;;
73d1c1b7-d509-44c8-8518-848babdd7c01;Bitumenbahnen V 60 (Dicke 0,005 m);Kunststoffe / Dachbahnen / Bitumen-Dachbahnen;;
6d535792-4351-4d7d-97c6-6d2c3624f3e0;Gipsfaserplatte (Dicke 0,01 m);Mineralische Baustoffe / Steine und Elemente / Gipsplatten;;
6aff7a60-d7cd-430e-8b15-02556b6f62ff;Lehmbauplatte (Dicke 0,02 m);Mineralische Baustoffe / Steine und Elemente / Lehmsteine;;
66a90b47-27b8-46ce-830e-8ed22f4165d8;Unterspannbahn PE gewebeverstärkt (Dicke 0,00015 m);Kunststoffe / Folien und Vliese / Unterspannbahn;;
64da45fc-f415-4875-8a4e-7c23fe7a7aa9;Bitumenbahnen G 200 S4 (Dicke 0,004 m);Kunststoffe / Dachbahnen / Bitumen-Dachbahnen;;
56e977b3-d042-4843-b40d-3a33dbb5a555;Linoleum (Dicke 0,0025 m);Kunststoffe / Bodenbeläge / Linoleum-Bodenbeläge;;
4f4e989b-bd5e-4d85-9a50-53f3c61eea70;PVC-Dachbahnen (Dicke 0,0012 m);Kunststoffe / Dachbahnen / PVC-Dachbahnen;;
4e2c6692-148d-4311-b0cf-f0f174002d9e;Korkplatten 1m² (Dicke 0,008 m);Holz / Holzböden / Kork;;
49b4cbe9-ac63-4811-a1c7-dd7278db8ac0;PE-Noppenfolie zur Abdichtung (Dicke 0,00125 m);Kunststoffe / Folien und Vliese / Folien zur Abdichtung;;
3b66b7be-bc1e-4dd4-8779-453d4f81825f;Mehrschichtparkett (Dicke 0,01 m);Holz / Holzböden / Parkett;;
38babeb7-2b2f-42e2-9270-0daac46ebe07;Korkplatten 1m²,  (Dicke 0,006 m);Holz / Holzböden / Kork;;
38a8d707-0c7f-4d91-a3db-9b5b2c9bb147;Gipswandbauplatte (Dicke 0,1 m);Mineralische Baustoffe / Steine und Elemente / Gipsplatten;;
360cbe6a-bd01-4660-bd08-f7d3eb3d8b79;Korkplatten 1m² (Dicke 0,004 m);Holz / Holzböden / Kork;;
341e2e42-dab2-427b-86f6-a80c701b6071;Dachbahnen EPDM (Dicke 0,0015 m);Kunststoffe / Dachbahnen / Elastomer-Dachbahnen;;
07423e99-8c7c-4e93-8311-dcf7ae85c41d;Gipskartonplatte (imprägniert) (Dicke 0,0125 m);Mineralische Baustoffe / Steine und Elemente / Gipsplatten;;
7e083808-ffcb-4c0c-9d52-11c42c2c48e9;Profil - König GmbH & Co. KG - Wandprofil verzinkt CW75;Metalle / Stahl und Eisen / Stahlprofile;;
00402f5e-4a5b-48a5-b1e2-cbd4fddffbe7;Profil - König GmbH & Co. KG - Wandprofil verzinkt CW100;Metalle / Stahl und Eisen / Stahlprofile;;
7065f9ef-8969-4723-b311-c65042481dd1;Profil - König GmbH & Co. KG - Wandprofil verzinkt CW125;Metalle / Stahl und Eisen / Stahlprofile;;
313eef35-fd80-4d4a-b8ab-96762d075cf6;Profil - König GmbH & Co. KG - Wandprofil verzinkt CW150;Metalle / Stahl und Eisen / Stahlprofile;;
26730864-4f60-4274-9d38-5e0b0f0e234f;Profil - König GmbH & Co. KG - Wandprofil verzinkt CW50;Metalle / Stahl und Eisen / Stahlprofile;;
199ca92f-b191-4b77-8140-2b3816bffbfc;Profil - König GmbH & Co. KG - Wandprofil korrosionsgeschützt CW50;Metalle / Stahl und Eisen / Stahlprofile;;
25b83cc5-12f5-4c46-a5ec-1ba9c07b237e;Profil - König GmbH & Co. KG - Wandprofil korrosionsgeschützt CW75;Metalle / Stahl und Eisen / Stahlprofile;;
63f9442f-4701-42e7-8166-df509288cd88;Profil - König GmbH & Co. KG - Wandprofil korrosionsgeschützt CW150;Metalle / Stahl und Eisen / Stahlprofile;;
d8139749-44f9-4658-8528-5547d78a499a;Profil - König GmbH & Co. KG - Wandprofil korrosionsgeschützt CW125;Metalle / Stahl und Eisen / Stahlprofile;;
38fe1c7e-9dd1-4b42-bad4-3a9d3f743e2f;Profil - König GmbH & Co. KG - Wandprofil korrosionsgeschützt CW100;Metalle / Stahl und Eisen / Stahlprofile;;
b6a0db91-964d-452a-832d-5a26887f63d1;Profil - König GmbH & Co. KG - Deckenprofil verzinkt Hutdecke 98;Metalle / Stahl und Eisen / Stahlprofile;;
fbf50d71-abb0-4567-be08-4311c679973b;Profil - König GmbH & Co. KG - Deckenprofil verzinkt UD28/48;Metalle / Stahl und Eisen / Stahlprofile;;
7f8a6a50-c844-40f8-808b-0e6a14fe7ce0;Profil - König GmbH & Co. KG - Deckenprofil verzinkt CD60/27;Metalle / Stahl und Eisen / Stahlprofile;;
2b008167-5610-4561-86fc-4a1976048366;Profil - König GmbH & Co. KG - Deckenprofil korrosionsgeschützt Hutdecke 98;Metalle / Stahl und Eisen / Stahlprofile;;
5da65ba4-67ca-4db3-bfa1-9ccafe5f30da;Profil - König GmbH & Co. KG - Deckenprofil korrosionsgeschützt UD28/48;Metalle / Stahl und Eisen / Stahlprofile;;
0571d36b-4912-4e3b-b538-00818c3d52ec;Profil - König GmbH & Co. KG - Deckenprofil korrosionsgeschützt CD60/27;Metalle / Stahl und Eisen / Stahlprofile;;
9e5f0b91-c6ac-4361-a565-0e3e83dd1bce;Tageslichtsysteme - JET Brakel Aero GmbH - Glasarchitektur;Komponenten von Fenstern und Vorhangfassaden / Füllungen / Transparente Füllungen;;
edb22445-e31b-40a6-9d35-db2f1d2ad44c;Tageslichtsysteme - JET Brakel Aero GmbH - JET VENTRIA 3 Systemflügel ;Komponenten von Fenstern und Vorhangfassaden / Füllungen / Transparente Füllungen;;
d034be0b-0592-4557-b440-8abb5553a8d6;Tageslichtsysteme - JET Brakel Aero GmbH - JET BA 5/6-Verglasungssystem ;Komponenten von Fenstern und Vorhangfassaden / Füllungen / Transparente Füllungen;;
d2d1b29f-8dd7-4373-ab2a-de57acd51e72;FASBA e.V. Baustroh;Dämmstoffe / Stroh / Strohballen;;
b6762ea6-ca6f-4039-ae9d-8e1f0a146632;Tor - Hörmann Legnica Sp. z o.o - Kipptor ET 500;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Stahl;;
ffbf8bee-1796-4c5c-a815-41a1a8307de6;Tor - Hörmann Legnica Sp. z o.o - Schwingtor N 500;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Stahl;;
ef35288f-66e7-4a7b-8f35-1a0a2edb5fef;Tür - Hörmann Legnica Sp. z o.o - Nebentür NT 500;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Stahl;;
d9184cba-f3ad-4ff0-9c71-90cc6e21fcb8;Tor - Hörmann Legnica Sp. z o.o - Sammelgaragentor ST 500;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Stahl;;
2383b727-ea29-4030-991b-5179e784338b;Tor - Hörmann Legnica Sp. z o.o - Sporthallentor SP 500;Komponenten von Fenstern und Vorhangfassaden / Türen und Tore / Stahl;;
857ec105-07bd-4942-8b6a-4ecb6522f00d;Rahmenprofile für Fassaden - HUECK System GmbH & Co. KG - Trigon 60;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium thermisch getrennt;;
fb529c2b-fd76-4645-91ee-e38b3cc234fb;Rahmenprofile für Fassaden - HUECK System GmbH & Co. KG - Trigon 50;Komponenten von Fenstern und Vorhangfassaden / Rahmen / Profile / Aluminium thermisch getrennt;;
c727edab-e821-49e8-908f-6017a1713826;Lichtkuppeln - LAMILUX Heinrich Strunz GmbH - Rauchlift Lichtkuppel F100;Komponenten von Fenstern und Vorhangfassaden / Füllungen / Opake Füllungen;;
2bf377b2-7923-4e05-b7a0-3c02e63d3476;Lichtkuppeln - LAMILUX Heinrich Strunz GmbH - Lichtkuppel F100;Komponenten von Fenstern und Vorhangfassaden / Füllungen / Opake Füllungen;;
